date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:42:28	164377/164377	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:27%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/img/list-primary.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/img/list-primary.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/css/theme-elements.min.css?15933478633335)
19:42:28	726/726	---M--	200	added ('OK')	image/gif	etag:%225e004b6f-2d6%22	https://igc-aircon.com/bitrix/templates/.default/ajax/images/wait.gif	D:/Programming/httrack%20mirror/igc/igc-aircon.com/bitrix/templates/.default/ajax/images/wait.gif	(from https://igc-aircon.com/bitrix/templates/.default/ajax/ajax.min.css?1577077615420)
19:42:28	70/70	---M--	200	added ('OK')	image/gif	etag:%225e004b6f-46%22	https://igc-aircon.com/bitrix/templates/.default/ajax/images/shadow.gif	D:/Programming/httrack%20mirror/igc/igc-aircon.com/bitrix/templates/.default/ajax/images/shadow.gif	(from https://igc-aircon.com/bitrix/templates/.default/ajax/ajax.min.css?1577077615420)
19:42:29	164387/164387	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:28%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/css/mCSB_buttons.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/css/mCSB_buttons.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/css/jquery.mCustomScrollbar.min.css?159334786342839)
19:42:29	1075/1075	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-433%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Quotes.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Quotes.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/styles.css?160969960022417)
19:42:29	35244/35244	---M--	200	added ('OK')	image/png	etag:%225ef88f17-89ac%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/heat.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/heat.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/styles.css?160969960022417)
19:42:29	1214/1214	---M--	200	added ('OK')	image/gif	etag:%225ef88f17-4be%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/code_pattern.gif	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/code_pattern.gif	(from https://igc-aircon.com/local/templates/centino-heat_s2/styles.css?160969960022417)
19:42:29	275/275	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-113%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/more_arrow.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/more_arrow.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/styles.css?160969960022417)
19:42:30	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a92435655782%22	https://igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:30	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a92435655782%22	https://igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont.eot?	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:30	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-5a92435655782%22	https://igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont3e6e.html	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:31	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%225ef88f17-17ee8%22	https://igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:31	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%22286ac-5a924356547e2%22	https://igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:31	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ef88f17-6c7db%22	https://igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/css/fonts/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:31	502/502	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1f6%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/right_Arrow_banner_sm_grey.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/right_Arrow_banner_sm_grey.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:31	500/500	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1f4%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/right_Arrow_banner_sm_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/right_Arrow_banner_sm_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:32	598/598	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-256%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/left_Arrow_banner_sm_grey.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/left_Arrow_banner_sm_grey.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:32	596/596	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-254%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/left_Arrow_banner_sm_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/left_Arrow_banner_sm_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:32	36122/36122	---M--	200	added ('OK')	image/png	etag:%225ef88f17-8d1a%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/background.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/background.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:32	465/465	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1d1%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Fullsize.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Fullsize.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:33	141/141	---M--	200	added ('OK')	image/png	etag:%225ef88f17-8d%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/plus_mask.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/plus_mask.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:33	165/165	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-a5%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/drag.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/drag.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:33	927/927	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-39f%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Phone_black.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Phone_black.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:33	436/436	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1b4%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/burger_black.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/burger_black.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:34	164385/164385	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:33%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Burger_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Burger_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:34	164387/164387	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:33%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/burger_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/burger_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:34	266/266	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-10a%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Burger_big_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Burger_big_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:35	164385/164385	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:34%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Search_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Search_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:35	164387/164387	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:34%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Search_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Search_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:35	164385/164385	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:35%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Basket_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Basket_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:36	164387/164387	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:35%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Basket_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Basket_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:36	1677/1677	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ef88f17-68d%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Basket_big_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Basket_big_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:36	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-2b2%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Spinner.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Spinner.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:36	297/297	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-129%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Triangle_right.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Triangle_right.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:36	416/416	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1a0%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Print.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Print.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:37	335/335	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-14f%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Filter_black.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Filter_black.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:37	357/357	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-165%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Filter_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Filter_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:37	926/926	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-39e%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Close_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Close_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:37	544/544	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-220%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Close.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Close.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:37	550/550	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-226%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Close_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Close_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:38	164391/164391	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:37%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Vk_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Vk_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:38	164403/164403	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:38%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Facebook_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Facebook_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:39	164401/164401	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:38%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Twitter_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Twitter_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:39	164405/164405	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:38%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Instagram_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Instagram_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:39	164403/164403	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:39%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Telegram_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Telegram_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:40	164401/164401	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:39%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Youtube_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Youtube_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:40	164413/164413	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:39%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Odnoklassniki_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Odnoklassniki_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:40	164407/164407	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:40%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Googleplus_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Googleplus_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:41	164399/164399	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:40%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Mailru_mask.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/social/Mailru_mask.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:41	35244/35244	---M--	200	added ('OK')	image/png	etag:%225ef88f17-89ac%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/corp.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/corp.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:41	7154/7154	---M--	200	added ('OK')	image/gif	etag:%225ef88f17-1bf2%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/loaders/pl3.gif	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/loaders/pl3.gif	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:41	410/410	---M--	200	added ('OK')	image/svg+xml	etag:%225f9de4f8-19a%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/icon-cross-white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/icon-cross-white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:42	164377/164377	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:41%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/search_lupe.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/search_lupe.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:42	164365/164365	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2021%20May%202022%2016:42:41%20GMT	https://igc-aircon.com/local/templates/centino-heat_s2/images/fader.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/fader.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:42	627/627	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-273%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/breadcrump_arrow.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/breadcrump_arrow.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:42	12005/12005	---M--	200	added ('OK')	image/png	etag:%225ef88f17-2ee5%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/social2.png	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/social2.png	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:42	660/660	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-294%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:43	661/661	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-295%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_white.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_white.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:43	442/442	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1ba%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_white_sm.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_white_sm.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:43	441/441	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1b9%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_white_sm.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_white_sm.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:43	425/425	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1a9%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_up_sm.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_up_sm.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:44	418/418	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1a2%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_down_sm.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_down_sm.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:44	6311/6311	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ef88f17-18a7%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/corp.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/corp.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:44	442/442	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1ba%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_black_sm.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_black_sm.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:44	441/441	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-1b9%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_black_sm.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_black_sm.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:45	7220/7220	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ef88f17-1c34%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/docs_types.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/docs_types.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:45	7154/7154	---M--	200	added ('OK')	image/gif	etag:%225ef88f17-1bf2%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/pl3.gif	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/pl3.gif	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:45	378/378	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-17a%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_large.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_large.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:45	378/378	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-17a%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_white_large.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_left_white_large.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:45	376/376	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-178%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_large.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_large.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:46	376/376	---M--	200	added ('OK')	image/svg+xml	etag:%225ef88f17-178%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_white_large.svg	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/svg/Arrow_right_white_large.svg	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
19:42:46	601/601	---M--	200	added ('OK')	image/gif	etag:%225ef88f17-259%22	https://igc-aircon.com/local/templates/centino-heat_s2/images/loaders/preloader.gif	D:/Programming/httrack%20mirror/igc/igc-aircon.com/local/templates/centino-heat_s2/images/loaders/preloader.gif	(from https://igc-aircon.com/local/templates/centino-heat_s2/template_styles.css?16388689721016592)
